id,ra_deg,dec_deg,magnitude
HIP92609,283.054299,-62.187693,4.220
HIP92614,283.068393,21.425068,5.430
HIP92630,283.113746,-46.595118,5.510
HIP92635,283.117953,-26.651219,6.280
HIP92643,283.154356,-29.380019,6.120
HIP92646,283.165586,-52.108074,5.180
HIP92669,283.249624,-46.586247,6.170
HIP92674,283.257708,-9.575407,6.270
HIP92676,283.259614,-48.361475,6.170
HIP92687,283.300019,-51.931527,6.300
HIP92689,283.306493,50.708017,4.920
HIP92717,283.388617,75.787520,6.330
HIP92728,283.431509,36.971702,5.580
HIP92731,283.443204,57.486442,6.240
HIP92747,283.500391,-21.359994,5.680
HIP92761,283.542429,-22.744876,4.860
HIP92768,283.555137,27.909004,5.640
HIP92782,283.600265,71.297502,4.820
HIP92791,283.626118,36.898637,4.220
HIP92814,283.679622,-15.603078,5.080
HIP92818,283.687071,22.645084,4.570
HIP92822,283.695871,48.858424,5.840
HIP92824,283.691985,-87.606838,5.290
HIP92831,283.717397,41.602706,5.460
HIP92833,283.718770,33.968563,5.990
HIP92845,283.780615,-22.671555,5.000
HIP92855,283.816464,-26.297110,2.050
HIP92862,283.833939,43.946681,4.080
HIP92866,283.848221,-37.386607,6.480
HIP92872,283.864395,6.614636,5.580
HIP92882,283.878998,-16.377989,5.560
HIP92931,284.002786,-23.173852,5.910
HIP92937,284.025143,18.104232,5.690
HIP92946,284.055203,4.203794,4.620
HIP92951,284.061402,4.202361,4.980
HIP92953,284.070389,-42.710900,5.350
HIP92963,284.094398,-1.800008,6.200
HIP92968,284.106784,2.471149,6.140
HIP92969,284.106937,65.257871,5.620
HIP92972,284.113561,-31.689095,6.450
HIP92989,284.168811,-37.343415,5.360
HIP92997,284.187401,57.814414,5.670
HIP93012,284.227975,-62.801864,6.470
HIP93015,284.237506,-67.233372,4.400
HIP93017,284.258393,32.900213,5.200
HIP93026,284.265735,-5.846615,4.830
HIP93049,284.309624,-43.917215,6.270
HIP93051,284.319085,2.535254,5.560
HIP93053,284.322333,62.396473,6.500
HIP93057,284.335308,-20.656381,5.020
HIP93068,284.368865,58.225358,6.470
HIP93074,284.393334,-39.822921,6.290
HIP93085,284.432780,-21.106745,3.520
HIP93104,284.507861,38.266204,5.890
HIP93117,284.542911,-83.422294,6.350
HIP93124,284.561446,17.360839,5.330
HIP93134,284.588282,-31.036334,6.090
HIP93138,284.598695,6.239140,6.220
HIP93140,284.603471,-22.529394,6.140
HIP93148,284.615811,-52.938694,4.850
HIP93163,284.650328,-60.200311,5.140
HIP93174,284.679594,-37.108170,4.830
HIP93177,284.694135,40.679191,6.200
HIP93179,284.695522,13.906269,5.910
HIP93194,284.735901,32.689570,3.250
HIP93197,284.747496,50.809196,6.320
HIP93203,284.774068,13.621325,5.270
HIP93209,284.795648,-39.534944,6.490
HIP93210,284.801218,39.217312,6.430
HIP93225,284.849167,-12.840682,5.510
HIP93234,284.861575,-18.566570,6.370
HIP93238,284.871889,-70.469519,6.490
HIP93244,284.905263,15.067755,4.020
HIP93256,284.940194,26.230321,5.260
HIP93270,284.991996,22.814585,6.280
HIP93279,285.003488,32.145586,4.940
HIP93287,285.015034,-66.653932,5.980
HIP93299,285.057067,50.533489,5.390
HIP93315,285.103831,-24.941868,6.350
HIP93340,285.180927,55.658247,5.510
HIP93354,285.230060,33.802181,6.040
HIP93371,285.267871,-37.061709,6.440
HIP93374,285.272703,19.309582,6.470
HIP93393,285.322314,26.291344,5.690
HIP93408,285.360011,46.934178,5.000
HIP93418,285.389615,-15.282626,6.310
HIP93423,285.407281,-22.695359,6.250
HIP93429,285.419941,-5.739407,4.020
HIP93437,285.451549,33.621250,6.390
HIP93443,285.456055,22.264518,6.440
HIP93466,285.529230,52.260817,6.350
HIP93470,285.535772,-41.910580,6.210
HIP93488,285.589932,8.373568,6.250
HIP93498,285.615144,-24.848131,5.630
HIP93506,285.652860,-29.880078,2.600
HIP93523,285.719299,19.661000,6.110
HIP93526,285.727164,-3.698936,5.400
HIP93537,285.765876,-19.245770,5.960
HIP93542,285.779158,-42.095439,4.740
HIP93543,285.779258,-19.103050,6.370
HIP93552,285.823850,-38.253040,5.730
HIP93574,285.873207,-68.755577,5.890
HIP93580,285.884560,1.818263,5.820
HIP93624,285.990248,-51.019691,5.930
HIP93629,286.004432,-57.959932,6.300
HIP93666,286.100685,-5.684842,6.480
HIP93667,286.104430,-31.047220,5.490
HIP93683,286.171354,-21.741924,3.760
HIP93713,286.229814,53.396809,5.400
HIP93717,286.240458,-4.031617,5.400
HIP93718,286.241769,31.743510,5.630
HIP93720,286.243042,30.733238,6.070
HIP93733,286.290921,49.923206,6.450
HIP93747,286.352482,13.862776,2.990
HIP93763,286.421586,-15.660495,5.930
HIP93770,286.446338,29.921590,6.320
HIP93805,286.562105,-4.883219,3.430
HIP93815,286.583469,-52.341758,5.170
HIP93825,286.605459,-37.065496,4.230
HIP93843,286.657836,28.629216,5.530
HIP93845,286.660446,24.250899,5.780
HIP93855,286.717145,-16.229398,6.000
HIP93858,286.716982,-37.813358,6.150
HIP93860,286.728355,-50.323377,6.290
HIP93862,286.731816,-48.299235,5.950
HIP93864,286.734628,-27.672267,3.320
HIP93867,286.744183,11.070996,5.070
HIP93887,286.784669,-18.738301,6.280
HIP93903,286.825539,36.100125,5.250
HIP93917,286.857611,32.501974,5.200
HIP93925,286.878510,-28.636856,6.050
HIP93966,286.989340,16.851144,6.080
HIP93975,287.015024,21.699481,6.220
HIP93993,287.060719,-24.657434,6.300
HIP93996,287.069636,-19.290297,5.560
HIP94005,287.087805,-40.496901,4.570
HIP94013,287.106393,52.425327,5.880
HIP94054,287.218679,-55.721276,6.440
HIP94068,287.249573,6.072630,5.230
HIP94083,287.292375,76.559620,5.110
HIP94114,287.368835,-37.905185,4.110
HIP94130,287.415598,-39.827398,6.440
HIP94140,287.440916,65.978724,6.260
HIP94141,287.440956,-21.023886,2.880
HIP94144,287.450798,-19.804267,6.110
HIP94149,287.465000,-0.428161,6.340
HIP94150,287.472732,-68.424762,5.310
HIP94157,287.490223,-41.892337,5.860
HIP94160,287.507366,-39.341067,4.100
HIP94243,287.757943,-39.004775,6.340
HIP94272,287.828509,-29.502449,6.280
HIP94280,287.846590,40.428905,6.200
HIP94290,287.879357,26.735636,6.350
HIP94302,287.919603,56.859566,5.130
HIP94311,287.941683,31.283433,5.930
HIP94336,288.018899,49.860351,5.850
HIP94372,288.117072,-21.658546,6.390
HIP94376,288.140205,67.662220,3.070
HIP94382,288.153175,21.554607,6.020
HIP94385,288.169729,-7.939570,5.350
HIP94398,288.192697,-50.486730,6.120
HIP94434,288.306928,-25.906854,5.790
HIP94437,288.314779,-12.282808,5.510
HIP94477,288.427978,2.293688,5.140
HIP94478,288.433496,5.515506,6.470
HIP94481,288.439515,39.145964,4.430
HIP94490,288.479569,57.704637,5.000
HIP94556,288.665288,-45.193819,5.910
HIP94598,288.761237,20.203041,6.030
HIP94604,288.783784,83.462798,6.500
HIP94620,288.822617,21.232176,5.650
HIP94623,288.829826,50.071155,6.270
HIP94624,288.833723,15.083569,5.580
HIP94630,288.853876,30.526188,5.880
HIP94643,288.885492,-25.256911,4.860
HIP94645,288.889346,-24.180101,6.250
HIP94648,288.885438,73.356235,4.450
HIP94646,288.888939,18.516427,6.460
HIP94685,288.997917,27.926307,6.180
HIP94703,289.054341,21.390383,4.760
HIP94712,289.090569,-45.465944,5.380
HIP94713,289.092055,38.133740,4.350
HIP94720,289.111690,14.544618,5.650
HIP94724,289.119325,-69.191036,6.250
HIP94727,289.129414,4.834718,5.590
HIP94755,289.214006,47.001250,6.020
HIP94770,289.252114,-65.227879,6.420
HIP94779,289.276343,53.369364,3.800
HIP94789,289.301100,-66.661080,5.520
HIP94820,289.408587,-18.952986,4.880
HIP94827,289.431822,23.025513,5.460
HIP94833,289.450790,2.031519,6.190
HIP94834,289.454162,11.595515,5.280
HIP94858,289.541014,-53.387685,6.360
HIP94885,289.635473,1.085261,5.100
HIP94890,289.658010,49.569787,6.320
HIP94910,289.701703,19.610480,6.500
HIP94913,289.712390,0.339092,6.400
HIP94916,289.719831,9.617794,6.310
HIP94929,289.749731,-15.538641,6.090
HIP94932,289.754857,37.445447,6.250
HIP94974,289.901999,54.375778,6.230
HIP94981,289.911954,37.329191,6.290
HIP94982,289.913987,12.374803,5.530
HIP94986,289.916704,-35.421534,5.590
HIP95002,289.971424,11.535128,6.030
HIP95038,290.067135,57.645165,5.910
HIP95066,290.137934,-5.415436,4.980
HIP95067,290.137775,35.185966,6.300
HIP95073,290.148731,-0.892138,5.460
HIP95077,290.158867,-22.402329,5.590
HIP95081,290.167257,65.714837,4.600
HIP95149,290.374654,-34.984289,6.480
HIP95154,290.397822,76.559590,6.220
HIP95159,290.404641,-19.234530,6.250
HIP95167,290.418658,79.602636,6.060
HIP95168,290.417957,-17.847033,3.920
HIP95176,290.431769,-15.955064,4.520
HIP95188,290.462849,-18.309072,5.840
HIP95211,290.539187,-42.016253,6.330
HIP95222,290.590210,-0.252546,5.810
HIP95235,290.638995,33.517943,6.090
HIP95239,290.658182,-51.231316,6.420
HIP95241,290.659620,-44.459130,3.960
HIP95253,290.701516,9.913938,6.340
HIP95260,290.712001,26.262323,5.220
HIP95261,290.713644,-54.424542,5.030
HIP95281,290.768647,-7.400773,6.310
HIP95294,290.805602,-44.800174,4.270
HIP95319,290.892407,33.223165,6.370
HIP95340,290.945559,20.264359,6.400
HIP95347,290.971862,-40.616829,3.960
HIP95352,290.985570,43.387970,5.850
HIP95369,291.022505,-68.371088,6.330
HIP95370,291.025281,36.452672,6.440
HIP95372,291.031665,29.621418,4.990
HIP95396,291.089727,-43.722074,6.130
HIP95398,291.091919,16.937618,6.270
HIP95408,291.125837,-27.866065,6.030
HIP95447,291.247887,11.949153,5.170
HIP95453,291.256643,-4.884478,6.500
HIP95456,291.266739,-29.309814,5.910
HIP95477,291.319220,-24.508957,5.020
HIP95485,291.340376,-13.896724,5.720
HIP95487,291.343259,20.271601,6.310
HIP95492,291.355922,24.908129,6.190
HIP95498,291.369921,19.797839,5.140
HIP95503,291.373443,-23.962555,5.450
HIP95501,291.376446,3.115369,3.360
HIP95556,291.538059,36.317991,5.170
HIP95557,291.546133,-15.053255,5.710
HIP95560,291.555221,20.097467,5.600
HIP95564,291.580097,-21.776726,5.570
HIP95572,291.600662,13.024236,5.760
HIP95576,291.610829,62.557423,6.380
HIP95582,291.619535,19.891139,5.840
HIP95585,291.629529,0.338553,4.640
HIP95619,291.735479,-29.743588,5.660
HIP95656,291.858022,52.320233,5.730
HIP95664,291.891339,14.282449,6.310
HIP95673,291.901642,37.941164,6.300
HIP95690,291.950418,-54.325196,5.700
HIP95732,292.086680,2.929918,5.840
HIP95771,292.175381,24.664117,4.440
HIP95785,292.237915,24.768848,5.820
HIP95793,292.254116,1.950203,5.790
HIP95812,292.325207,0.246004,6.250
HIP95818,292.337093,20.279613,6.340
HIP95820,292.339003,-7.044155,6.370
HIP95822,292.342691,14.595844,5.570
HIP95823,292.350208,-43.446041,5.700
HIP95853,292.426719,51.730722,3.760
HIP95865,292.467618,-26.985931,5.460
HIP95866,292.469469,-55.442243,6.140
HIP95898,292.543907,2.904064,6.080
HIP95929,292.638112,3.444413,6.090
HIP95932,292.644648,-55.110151,6.290
HIP95937,292.666160,-2.788965,5.030
HIP95947,292.680286,27.959640,3.050
HIP95951,292.689134,27.965269,5.120
HIP95953,292.695141,36.228414,6.260
HIP95965,292.725315,-21.312399,6.110
HIP95978,292.750943,70.989582,6.060
HIP95999,292.795979,-68.434019,5.980
HIP96003,292.806445,55.731702,6.370
HIP96014,292.830232,50.307043,5.550
HIP96016,292.840173,26.617357,5.890
HIP96052,292.943019,34.452942,4.740
HIP96095,293.057035,-44.546146,6.480
HIP96100,293.099909,69.648375,4.670
HIP96141,293.224604,-53.185669,5.760
HIP96164,293.291998,60.158730,6.300
HIP96178,293.339935,-45.271928,5.590
HIP96198,293.423389,49.262235,6.000
HIP96204,293.441752,5.465534,6.350
HIP96229,293.523874,7.377797,4.450
HIP96234,293.535403,-40.034654,5.890
HIP96258,293.582788,51.235235,5.710
HIP96275,293.645505,19.773419,5.000
HIP96288,293.671931,42.412279,5.340
HIP96297,293.693268,63.434147,6.470
HIP96302,293.712323,29.463085,5.390
HIP96316,293.755158,52.501767,6.390
HIP96327,293.780286,-10.560466,5.120
HIP96341,293.804052,-48.099478,4.880
HIP96351,293.854793,2.913997,6.370
HIP96356,293.874365,-7.460578,6.320
HIP96365,293.889362,-12.253260,6.270
HIP96387,293.951301,36.944527,6.030
HIP96396,293.983085,50.238888,6.470
HIP96406,294.006934,-24.719275,5.640
HIP96417,294.034827,22.585710,6.330
HIP96428,294.065458,14.390759,6.370
HIP96440,294.108811,-18.853016,6.130
HIP96441,294.110486,50.223039,4.490
HIP96459,294.157345,44.694172,5.170
HIP96465,294.177347,-24.883794,4.590
HIP96468,294.180344,-1.286754,4.360
HIP96481,294.218619,11.273230,5.980
HIP96483,294.222715,-7.027497,4.930
HIP96496,294.264007,-18.231153,5.660
HIP96503,294.290078,29.333662,6.430
HIP96516,294.322602,16.462903,5.670
HIP96536,294.392612,-14.302881,5.460
HIP96546,294.420007,35.022461,6.440
HIP96556,294.447924,-4.648034,5.450
HIP96572,294.486666,49.285487,6.470
HIP96601,294.574071,20.783142,6.500
HIP96607,294.608498,-57.983803,6.190
HIP96620,294.671989,54.974999,5.890
HIP96630,294.704140,3.381524,6.360
HIP96665,294.798525,5.397745,5.180
HIP96683,294.844202,30.153587,4.680
HIP96688,294.855572,16.571074,6.370
HIP96693,294.860578,42.818479,5.410
HIP96706,294.894019,45.957618,6.250
HIP96721,294.923831,-45.278505,6.240
HIP96724,294.937138,33.979028,6.100
HIP96729,294.956149,-23.427974,6.330
HIP96734,294.967944,-66.685802,6.370
HIP96757,295.024242,18.013745,4.390
HIP96760,295.030093,-23.429180,5.970
HIP96771,295.055029,60.507063,6.490
HIP96781,295.078837,-54.417877,6.240
HIP96805,295.171475,43.077818,6.170
HIP96807,295.180593,-0.621053,5.640
HIP96808,295.181289,-16.293638,5.300
HIP96825,295.209898,45.525828,5.060
HIP96837,295.262320,17.475791,4.390
HIP96840,295.273035,13.815601,5.980
HIP96856,295.311048,22.452748,6.430
HIP96882,295.405475,-65.854943,6.080
HIP96895,295.452464,50.523891,5.990
HIP96901,295.465180,50.516319,6.250
HIP96907,295.489947,40.254420,6.220
HIP96917,295.512506,-9.194276,6.310
HIP96919,295.517433,55.462940,6.420
HIP96931,295.553385,12.193199,6.330
HIP96950,295.630239,-16.124064,5.060
HIP96957,295.641731,11.826506,5.280
HIP96977,295.685868,32.426732,5.930
HIP97028,295.790002,30.677923,6.080
HIP97029,295.794920,38.671715,6.370
HIP97033,295.811578,58.016208,6.290
HIP97063,295.890735,-15.471468,5.490
HIP97067,295.906750,-37.538893,6.140
HIP97070,295.914602,57.042887,6.280
HIP97077,295.928945,25.772099,5.500
HIP97081,295.938068,41.773182,5.860
HIP97087,295.964442,34.162753,6.040
HIP97091,295.983231,27.135373,6.270
HIP97118,296.069817,37.354614,4.890
HIP97122,296.076873,69.336902,5.900
HIP97139,296.142478,13.302703,6.250
HIP97142,296.159087,34.414189,6.390
HIP97144,296.172353,8.726409,6.430
HIP97151,296.203724,40.716621,6.360
HIP97165,296.244061,45.131167,2.860
HIP97228,296.415245,36.091071,6.380
HIP97229,296.416840,7.613159,5.890
HIP97242,296.464079,35.012704,6.140
HIP97244,296.467615,-2.883464,6.470
HIP97260,296.505088,-31.908671,5.510
HIP97278,296.565028,10.613238,2.720
HIP97290,296.589597,-19.761774,4.870
HIP97295,296.606859,33.724295,5.000
HIP97307,296.645567,32.888548,6.180
HIP97326,296.686244,68.437986,6.340
HIP97365,296.846889,18.534368,3.680
HIP97372,296.861571,47.907287,6.140
HIP97376,296.865792,38.407605,5.830
HIP97402,296.952790,25.383896,6.000
HIP97421,297.006043,-56.363622,5.330
HIP97423,297.012794,-13.703800,6.110
HIP97433,297.044498,70.268217,3.840
HIP97454,297.127123,10.694057,6.440
HIP97473,297.175365,11.815824,5.750
HIP97484,297.209051,-12.319579,6.470
HIP97485,297.210793,33.437241,6.420
HIP97491,297.229704,-52.888462,6.270
HIP97496,297.244550,19.142237,5.010
HIP97499,297.259416,-10.870920,6.000
HIP97515,297.299342,-28.789698,6.040
HIP97534,297.355579,-72.503270,5.390
HIP97538,297.364662,38.710080,6.120
HIP97569,297.472565,-66.812997,6.440
HIP97572,297.478019,28.439656,6.450
HIP97573,297.482623,27.085216,6.460
HIP97598,297.558663,-47.557488,5.910
HIP97607,297.572827,7.902390,6.490
HIP97611,297.590692,-61.061080,6.210
HIP97630,297.641759,38.723198,5.180
HIP97634,297.655509,40.599703,5.680
HIP97635,297.657069,52.987501,5.030
HIP97646,297.686957,-59.193757,5.410
HIP97649,297.699819,8.871160,0.760
HIP97650,297.694693,-10.763278,5.380
HIP97651,297.695340,37.826356,6.130
HIP97674,297.756577,-65.606251,6.040
HIP97675,297.758637,10.414737,5.120
HIP97679,297.767301,22.609923,4.900
HIP97687,297.796188,-2.461294,6.120
HIP97697,297.823930,9.629727,6.250
HIP97700,297.830883,47.377364,6.220
HIP97709,297.861784,4.088587,6.470
HIP97749,297.961023,-39.874456,5.320
HIP97757,297.996090,47.027310,5.600
HIP97765,298.006634,24.992133,5.540
HIP97767,298.011750,11.625876,6.160
HIP97774,298.029801,47.931723,5.910
HIP97783,298.049996,-19.045383,5.880
HIP97789,298.068506,36.432327,6.130
HIP97796,298.090679,18.671798,6.240
HIP97804,298.118256,1.005607,3.870
HIP97816,298.157408,-54.970994,5.760
HIP97819,298.163061,-54.976417,6.500
HIP97845,298.255120,47.807664,6.300
HIP97849,298.276599,-14.603574,6.470
HIP97870,298.322482,57.523538,5.140
HIP97871,298.328230,-3.114364,5.630
HIP97886,298.365574,24.079881,4.570
HIP97892,298.398135,59.709069,6.060
HIP97928,298.534544,-8.574351,5.760
HIP97938,298.562765,8.460855,4.710
HIP97944,298.572977,-23.944088,6.220
HIP97961,298.629670,24.319382,5.560
HIP97966,298.656945,-8.227478,5.700
HIP97967,298.658625,-8.237270,6.490
HIP97970,298.667721,7.140353,6.140
HIP97971,298.668401,-61.170723,6.210
HIP97980,298.686972,0.273530,5.600
HIP97985,298.701148,36.995739,5.790
HIP98012,298.771164,-33.046261,6.470
HIP98032,298.815621,-41.867908,4.120
HIP98036,298.828648,6.403220,3.710
HIP98038,298.831365,-6.735212,6.490
HIP98044,298.842177,58.249640,6.100
HIP98055,298.907063,52.438720,4.910
HIP98066,298.961440,-26.298958,4.700
HIP98068,298.965689,38.486709,4.950
HIP98073,298.980637,58.845815,4.980
HIP98085,299.005268,16.634748,5.710
HIP98086,299.007785,-81.349845,6.390
HIP98103,299.059623,11.423755,5.280
HIP98110,299.076264,35.083221,3.890
HIP98111,299.079723,56.687143,6.160
HIP98143,299.183936,36.250598,6.030
HIP98146,299.188317,50.902601,6.460
HIP98162,299.236879,-27.170009,4.540
HIP98174,299.276571,-58.901460,5.240
HIP98194,299.307848,40.367821,5.460
HIP98234,299.439449,16.789308,5.540
HIP98253,299.483768,42.260696,6.440
HIP98258,299.487766,-15.492179,5.010
HIP98308,299.619748,63.533932,6.150
HIP98320,299.643184,38.105699,6.330
HIP98325,299.658525,30.983646,5.510
HIP98332,299.673172,-69.164698,5.740
HIP98333,299.675086,70.367377,6.320
HIP98337,299.689778,19.492314,3.510
HIP98346,299.721351,-68.763126,6.380
HIP98351,299.735805,-30.538825,6.270
HIP98353,299.738608,-26.195585,4.840
HIP98375,299.793349,23.101304,5.680
HIP98379,299.814037,52.055710,6.140
HIP98383,299.835212,45.772418,5.920
HIP98385,299.844467,1.378194,6.170
HIP98401,299.901984,76.480954,6.200
HIP98412,299.934129,-35.276490,4.370
HIP98416,299.945431,-9.961126,5.870
HIP98421,299.964898,-34.698308,5.300
HIP98425,299.979979,37.042883,5.150
HIP98438,300.013798,17.516421,5.330
HIP98458,300.064002,26.187835,6.490
HIP98461,300.066557,-37.701727,5.950
HIP98470,300.085472,-33.705582,5.650
HIP98478,300.096201,-66.950790,5.750
HIP98482,300.104764,-49.350968,6.180
HIP98485,300.110562,-43.043211,6.110
HIP98495,300.149692,-72.911471,3.970
HIP98512,300.201395,-45.112875,5.800
HIP98526,300.245828,8.557632,5.900
HIP98543,300.275672,27.753601,4.660
HIP98563,300.314132,37.099371,6.230
HIP98571,300.340012,50.104740,5.060
HIP98575,300.349444,-22.737392,6.010
HIP98579,300.361829,-40.814629,6.310
HIP98583,300.369083,64.820882,5.220
HIP98609,300.436344,24.800417,5.880
HIP98608,300.436680,-59.376091,4.950
HIP98624,300.469173,-66.944493,5.320
HIP98633,300.494454,-13.637140,5.690
HIP98636,300.506678,24.938556,5.230
HIP98658,300.584820,64.634501,6.270
HIP98661,300.592054,22.151374,6.500
HIP98688,300.664753,-27.709739,4.430
HIP98701,300.703479,31.958926,6.390
HIP98702,300.704721,67.873917,4.510
HIP98738,300.818414,18.500848,5.990
HIP98754,300.875109,16.031198,5.730
HIP98761,300.889969,-37.941328,4.770
HIP98767,300.911397,29.892947,5.730
HIP98772,300.911504,22.940942,6.450
HIP98785,300.934328,-22.595423,6.440
HIP98819,301.022951,17.067181,5.800
HIP98823,301.034746,7.278061,5.510
HIP98842,301.081994,-32.056375,4.990
HIP98844,301.096454,-0.710180,5.670
HIP98858,301.120096,48.229668,6.160
HIP98863,301.150701,32.218516,5.620
HIP98872,301.185530,63.890483,6.240
HIP98890,301.222292,68.027087,6.320
HIP98910,301.272551,-11.599523,6.380
HIP98915,301.278514,51.839628,6.140
HIP98920,301.289790,19.991657,5.090
HIP98921,301.293061,38.479278,6.180
HIP98946,301.339585,56.342013,6.190
HIP98954,301.360867,15.500542,6.370
HIP98959,301.399364,-67.325863,6.070
HIP98962,301.388601,61.995940,5.400
HIP99024,301.551321,-4.078467,6.470
HIP99026,301.559959,53.167567,5.810
HIP99031,301.588784,35.969225,5.380
HIP99080,301.722647,23.614428,5.080
HIP99120,301.846345,-52.880742,4.930
HIP99137,301.896426,-55.015745,6.260
HIP99145,301.922681,34.422860,6.120
HIP99158,301.960218,9.400042,6.430
HIP99171,302.008458,-0.678685,5.970
HIP99176,302.027133,16.664443,6.390
HIP99188,302.039534,-52.577937,6.470
HIP99200,302.085147,-66.354738,6.450
HIP99221,302.130346,-10.062845,6.180
HIP99234,302.159519,10.725854,6.340
HIP99240,302.199416,-66.190389,3.550
HIP99255,302.222559,77.711594,4.380
HIP99270,302.266441,-47.068406,6.460
HIP99294,302.343039,56.026693,6.490
HIP99303,302.356769,36.839716,4.930
HIP99404,302.639881,26.904264,5.510
HIP99445,302.764938,21.134809,6.240
HIP99453,302.781092,-57.524495,6.360
HIP99457,302.792005,-8.842359,6.390
HIP99461,302.803643,-36.112805,5.320
HIP99473,302.826456,-0.821416,3.240
HIP99479,302.837528,21.874850,6.240
HIP99500,302.897264,62.079132,5.700
HIP99518,302.949912,26.808914,5.510
HIP99529,302.991188,-12.392540,6.340
HIP99531,303.002962,26.478732,5.910
HIP99570,303.099179,-42.780805,6.200
HIP99572,303.109248,-12.618937,5.840
HIP99579,303.132003,51.463452,6.010
HIP99585,303.146370,0.866908,6.250
HIP99624,303.268308,-0.330788,6.470
HIP99631,303.308028,-1.009560,5.440
HIP99639,303.325344,46.815689,4.800
HIP99655,303.350133,56.568328,4.280
HIP99663,303.365551,60.640980,5.810
HIP99666,303.384836,-47.713549,6.470
HIP99675,303.407985,46.741343,3.800
HIP99685,303.428354,43.379042,6.130
HIP99719,303.520415,36.604840,6.470
HIP99738,303.560637,28.694677,5.190
HIP99742,303.569660,15.198036,4.940
HIP99747,303.579506,-52.446158,5.650
HIP99762,303.611580,-63.415562,6.090
HIP99770,303.634071,36.806807,4.930
HIP99824,303.816281,25.591920,4.790
HIP99825,303.832349,-27.034313,5.730
HIP99841,303.848778,33.728217,5.700
HIP99848,303.868047,47.714217,3.960
HIP99853,303.876021,23.508855,5.180
HIP99870,303.930374,50.233014,6.360
HIP99874,303.941954,27.814284,4.500
HIP99878,303.961142,-30.005221,6.300
HIP99889,304.002652,45.579121,5.870
HIP99893,304.014275,38.897786,6.280
HIP99894,304.024724,4.580418,6.440
HIP99913,304.082509,21.598511,6.110
HIP99918,304.095066,-12.337245,6.300
HIP99920,304.098390,-36.453692,6.300
HIP99929,304.117329,37.056389,6.470
HIP99951,304.196307,24.670979,5.300
HIP99968,304.230379,40.365061,5.270
HIP100016,304.371102,42.722050,6.320
HIP100017,304.387544,66.855872,5.910
HIP100018,304.381303,29.147726,6.240
HIP100027,304.412118,-12.508206,4.300
HIP100044,304.446642,38.032879,4.770
HIP100062,304.506101,-21.810142,5.860
HIP100064,304.514026,-12.544831,3.580
HIP100069,304.529091,40.732034,5.830
HIP100097,304.603042,55.396865,5.760
HIP100108,304.619742,36.999951,5.580
HIP100122,304.662796,34.982747,5.140
HIP100142,304.706908,46.322136,6.460
HIP100151,304.733355,-47.710789,6.280
HIP100155,304.739725,39.004125,6.350
HIP100165,304.762372,-63.231291,6.270
HIP100184,304.826233,-47.581632,6.130
HIP100195,304.848407,-19.118613,5.280
HIP100208,304.871962,13.216631,6.200
HIP100221,304.903210,62.257650,5.710
HIP100232,304.930581,-1.078276,6.050
HIP100250,304.983493,46.837362,6.490
HIP100256,305.000770,13.548061,5.960
HIP100261,305.025338,68.880512,5.590
HIP100268,305.063366,39.403058,6.220
HIP100274,305.085486,14.569302,6.170
HIP100276,305.089311,17.792701,5.820
HIP100295,305.127687,53.595670,6.230
HIP100300,305.134784,-55.051121,6.270
HIP100310,305.166014,-12.759188,4.770
HIP100325,305.194270,-14.784889,6.090
HIP100332,305.216549,-35.673534,6.460
HIP100345,305.253174,-14.781264,3.050
HIP100357,305.298103,63.980229,5.690
HIP100379,305.365630,-66.749667,6.490
HIP100412,305.417344,-50.001259,6.260
HIP100434,305.512764,41.132110,6.380
HIP100435,305.514316,24.446048,5.500
HIP100437,305.522605,45.795286,5.580
HIP100453,305.557118,40.256672,2.230
HIP100469,305.614902,-42.050151,5.600
HIP100486,305.655377,31.264799,6.090
HIP100501,305.688747,41.025646,5.950
HIP100511,305.718796,14.551047,6.160
HIP100515,305.731896,42.983858,6.200
HIP100524,305.753497,-9.654830,6.290
HIP100541,305.794361,5.342714,5.300
HIP100574,305.934917,37.476450,5.870
HIP100587,305.965376,32.190129,4.430
HIP100591,305.971480,-42.422758,5.640
HIP100651,306.134938,53.552027,6.490
HIP100664,306.156298,1.068446,6.140
HIP100672,306.174027,1.368415,6.410
HIP100697,306.229885,-83.310560,6.150
HIP100714,306.270883,59.600026,6.440
HIP100738,306.361883,-28.663239,5.860
HIP100751,306.411988,-56.735724,1.940
HIP100754,306.418945,21.409578,5.680
HIP100758,306.427149,-2.800672,6.100
HIP100762,306.433972,10.055713,6.320
HIP100764,306.448751,-40.796823,6.080
HIP100779,306.505100,19.865633,6.450
HIP100781,306.506845,13.911410,6.350
HIP100807,306.596510,17.315519,6.230
HIP100808,306.597929,56.638759,6.380
HIP100852,306.718417,-37.403746,6.240
HIP100859,306.760138,49.383797,5.730
HIP100866,306.782398,34.329056,6.390
HIP100876,306.809134,20.476424,6.440
HIP100881,306.830120,-18.211801,5.080
HIP100907,306.892539,38.439753,5.630
HIP100953,307.031718,8.437573,6.230
HIP100965,307.061969,81.422827,5.380
HIP100969,307.070252,2.937188,6.200
HIP100977,307.103976,-3.357950,6.120
HIP101011,307.181687,-15.741507,6.410
HIP101017,307.194750,-35.596016,6.090
HIP101027,307.214938,-17.813743,4.770
HIP101044,307.263353,83.625277,6.190
HIP101067,307.334979,36.454717,5.900
